"ser_id";"ser_nameshort";"ser_namelong";"ser_typ_id";"ser_effort_uni_code";"ser_comment";"ser_uni_code";"ser_lfs_code";"ser_hty_code";"ser_locationdescription";"ser_emu_nameshort";"ser_cou_code";"ser_area_division";"ser_x";"ser_y";"ser_sam_id";"ser_qal_id";"ser_qal_comment";"tblCodeID";"Station_Code";"Country";"Organisation";"Station_Name";"cou_code";"cou_country";"cou_order";"cou_iso3code";"lfs_code";"lfs_name";"lfs_definition";"ocean";"subocean";"f_area";"f_subarea";"f_division";"area"
"38";9;"VidaG";"Vidaa Hoejer sluice commercial catch";1;NA;"It use to be a commercial  glass eel fishery at a sluicegate close to the waddensea, the fishery stopped in 1990.";"kg";"G";"T";"Hojer sluice";"DK_Inla";"DK";"27.4.b";8.4;55.58;1;1;NA;170050;12050;"DENMARK";"DTU Aqua";"VidaG";"DK";"Denmark";12;"DNK";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.4";"27.4.b";"North Sea"
"39";33;"KavlY";"Kavlingean  trapping all";1;NA;"Ascending small eels caught in an eel pass.";"kg";"Y";"F";"Outlet of Lake Vombsjon ca 45 km from the sea (the Oresund strait (Sound))";"SE_Inla";"SE";"27.3.b, c";13.55;55.7;4;1;NA;170022;12022;"SWEDEN";"SLU Aqua";"KavlY";"SE";"Sweden";2;"SWE";"Y";"yellow eel";"Life-stage resident in continental waters. Often defined as a sedentary phase, but migration within and between rivers, 
and to and from coastal waters occurs and therefore includes young pigmented eels (ÅeelversÅf and bootlace). Sometimes is also called Brown eel.";"Atlantic";"2";"27";"27.3";"27.3.b, c";"North Sea"
"40";322;"RodY";"Thames - Roding";1;NA;"Trapping data of elvers and yellow eels migrating over a weir. There has been no stocking in this EMU since 2014 so it is considered as not affected by stocking.";"nr";"Y";"F";"Redbridge roundabout - River Roding - 6km upstream of tidal limit";"GB_Tham";"GB";"27.4.c";0.042553018;51.577702;5;1;"> 10 years";NA;NA;NA;NA;NA;"GB";"Great Britain";17;"GBR";"Y";"yellow eel";"Life-stage resident in continental waters. Often defined as a sedentary phase, but migration within and between rivers, 
and to and from coastal waters occurs and therefore includes young pigmented eels (ÅeelversÅf and bootlace). Sometimes is also called Brown eel.";"Atlantic";"2";"27";"27.4";"27.4.c";"North Sea"
"41";34;"RonnY";"Ronne A  trapping all";1;NA;"The trap has been operated since 1946,  it collects mostly small eels. There have been several problems with both placing and maintenance of this eel pass situated at a hydro power dam.";"kg";"Y";"F";"Stackarp hydropowerplant , located in Ronne a River (catchment area: 1896.6 km2). The river flows to southern Kattegat.";"SE_Inla";"SE";"27.3.a";13.116;56.1236;4;1;NA;170040;12040;"SWEDEN";"SLU Aqua";"RonnY";"SE";"Sweden";2;"SWE";"Y";"yellow eel";"Life-stage resident in continental waters. Often defined as a sedentary phase, but migration within and between rivers, 
and to and from coastal waters occurs and therefore includes young pigmented eels (ÅeelversÅf and bootlace). Sometimes is also called Brown eel.";"Atlantic";"2";"27";"27.3";"27.3.a";"North Sea"
"42";8;"SeHMG";"Severn HMRC commercial catch";1;NA;"Severn River. Miran (2008): Estimates of glass eel exported from the UK minus any glass eel imported into the UK (and then exported) -  so hopefully giving us an estimate of the (true) catch in the UK (HMRC data). The HMRC data was put together by Brian Knights and then taken on by Alan - however Alan had a lot of difficulty interpreting the data and that is why the time series stops in 2006. 2011 : The series resumes in 2010 and is based on consignment notes. No data from 2007-2009. Consignment note data is for all of UK. Consignment data inputted is 'dealer purchase'; the total t of all elvers bought by Aquaculture Production Businesses and declared by their Ticket Records. Since 2021, fishing effort and catches were affected by EU exit and by COVID-19, so validity of this series needs to be considered.";"t";"G";"T";"UK Trade Consignment note data is for all of UK- not just Severn (no longer aligned with the series code and name). Consignment data inputted is 'dealer purchase'; the total t of all elvers bought by Aquaculture Production Businesses and declared by their Ticket Records";"GB_Seve";"GB";"27.7.f";-2.58;51.69;1;3;"Alan the HMRC dataset is based on a guesstimate of distribution
of nett trade data between glass vs yellow/silver until about 2008 and then much better
EA sales data in more recent years  so a mix of two methods of collecting data,
one of which is of uncertain quality. The Severn EA dataset is the catches reported 
by fishermen  we know there was under reporting in old years but it is better now, 
so there are quality issues too but at least the data source is consistent over time";170042;12042;"GREAT BRITAIN";"Environment Agency";"SeHMG";"GB";"Great Britain";17;"GBR";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.7";"27.7.f";"Elsewhere Europe"
"43";320;"OatGY";"Oath Lock predominantly glass eel and elvers (<120mm)";1;NA;"The number of eels, predominantly glass eel and elvers (<120mm) at Oath Lock. Some relases of glass eel have been reported for this river in 2021 and 2022, but this was assisted migration, so this series was indicated as one not affected by stocking (last time stocking took place in this EMU was in 2016 and it was minor).";"nr";"GY";"F";"Camera trap at Oath Lock on the River Parret";"GB_SouW";"GB";"27.7.d";-2.876878;51.044813;5;1;"Cedric 2023 >= 10 years";NA;NA;NA;NA;NA;"GB";"Great Britain";17;"GBR";"GY";"glass eel + yellow eel";"A mixture of glass and yellow eel, some traps have historical set of data where glass eel and yellow eel were not separated,
they were dominated by glass eel";"Atlantic";"2";"27";"27.7";"27.7.d";"Elsewhere Europe"
"44";3;"ViskGY";"Viskan trapping all";1;NA;"Most eels are young-of-the-year recruits, i.e. originates from glass eels arriving at the coast in the same year.";"kg";"GY";"F";"The Viskan series is collected at 4 eel passes situated at an overflow dam that regulate river Viskan. The dam is located at the the very shoreline (250 m from the sea). In River Viskan flows to the Swedish West Coast.";"SE_West";"SE";"27.3.a";12.2106;57.2266;4;1;NA;170052;12052;"SWEDEN";"SLU Aqua";"ViskGY";"SE";"Sweden";2;"SWE";"GY";"glass eel + yellow eel";"A mixture of glass and yellow eel, some traps have historical set of data where glass eel and yellow eel were not separated,
they were dominated by glass eel";"Atlantic";"2";"27";"27.3";"27.3.a";"North Sea"
"45";41;"YFS2G";"IYFS2 scientific estimate";1;NA;"Skagerrak-KattegatCatch of glass eels by a modified Methot-Isaacs-Kidd Midwater trawl (MIKT) in the Skagerrak-Kattegat. Data expressed as total numbers per hour of haul. No sampling in 2011 due to technical problems";"index";"G";"MO";"Open sea, Skagerrak-Kattegat";"SE_West";"SE";"27.3.a";10.4;58.3;3;1;NA;170020;12020;"SWEDEN";"SLU Aqua";"YFS2G";"SE";"Sweden";2;"SWE";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.3";"27.3.a";"North Sea"
"46";1;"YFS1G";"IYFS scientific estimate";1;NA;"Changed method for IYFS2, The only difference to IYFS2G was that an Isaacs-Kidd Midwater trawl (IKMWT) was used in exactely the same geographical area";"index";"G";"MO";"IYFS/IBTS (old data)";"SE_West";"SE";"27.3.a";10.4;58.3;3;1;NA;170019;12019;"SWEDEN";"SLU Aqua";"YFS1G";"SE";"Sweden";2;"SWE";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.3";"27.3.a";"North Sea"
"47";30;"DalaY";"Dalalven  trapping all";1;NA;"Ascending yellow eels of about 40 cm caught in an eel pass placed close to a hydro power complex. This series started in 1951.";"kg";"Y";"F";"Hydro power station 10 km from the river mouth, this site is the farthest site into the Baltic";"SE_East";"SE";"27.3.d";17.43;60.56;4;1;NA;170006;12006;"SWEDEN";"SLU Aqua";"DalaY";"SE";"Sweden";2;"SWE";"Y";"yellow eel";"Life-stage resident in continental waters. Often defined as a sedentary phase, but migration within and between rivers, 
and to and from coastal waters occurs and therefore includes young pigmented eels (ÅeelversÅf and bootlace). Sometimes is also called Brown eel.";"Atlantic";"2";"27";"27.3";"27.3.d";"North Sea"
"48";31;"MotaY";"Motala Strom  trapping all";1;NA;"As this site is far into the Baltic, ascending yellow eels are quite large (30-40) cm. This series is one of the longest series available to wgeel, with a complete series dating back to 1942.";"kg";"Y";"F";"Eel pass located at Norrkoping ca 6 km from the river mouth (in the Baltic).";"SE_Inla";"SE";"27.3.d";16.1839;58.5889;4;1;NA;170031;12031;"SWEDEN";"SLU Aqua";"MotaY";"SE";"Sweden";2;"SWE";"Y";"yellow eel";"Life-stage resident in continental waters. Often defined as a sedentary phase, but migration within and between rivers, 
and to and from coastal waters occurs and therefore includes young pigmented eels (ÅeelversÅf and bootlace). Sometimes is also called Brown eel.";"Atlantic";"2";"27";"27.3";"27.3.d";"North Sea"
"49";2;"RingG";"Ringhals scientific survey";1;NA;"The Ringhals series consists of transparent glass eel. The time of arrival of the glass eels to the sampling site varies between years, probably as a consequence of hydrographical conditions, but the peak in abundance normally occurred in late March to early April. From 2012 the series has been corrected and now only concerns glass eel collected during March and April (weeks 9-18). The sampling at Ringhals is performed twice weekly in February-April, using a modified Isaacs-Kidd Midwater trawl (IKMT). The trawl is fixed in the current of incoming cooling water, fishing passively during entire nights. Sampling is depending on the operation of the power plant and changes in the strength of the current may occur.";"index";"G";"C";"The Ringhals nuclear power plant is located on the Swedish west coast in the Kattegat. This site is located right at the coast. The monitoring takes place in the intake channel of cooling water to the nuclear power plant.";"SE_West";"SE";"27.3.a";12.105802;57.26189;3;1;NA;170036;12036;"SWEDEN";"SLU Aqua";"RingG";"SE";"Sweden";2;"SWE";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.3";"27.3.a";"North Sea"
"50";18;"LoiG";"Loire Estuary commercial catch";1;NA;"Based on total catch of glass eel from the fishery, this series starts in 1924. This series is biased for some of historical data. Since the regulation was implemented, as a consequence of the introduction of quota, there is no more link between total catches and recruitment. For this reason this series has been stopped.";"kg";"G";"T";"Loire estuary near Nantes in the Bay of Biscay.";"FR_Loir";"FR";"27.8.a";-1.96;47.28;1;1;NA;18000;NA;"FRANCE";"various";"LoiG";"FR";"France";18;"FRA";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.8";"27.8.a";"Elsewhere Europe"
"51";17;"VilG";"Vilaine Arzal trapping all";1;NA;"From 1970 to 1996, this series corresponds to the total catch of the fishery (the fishery operates to end of April). After this period some percents are added by the monitoring of a glass eel ladder installed on the dam as some fishery restriction are negociated in March and April. The efficiency of this ladder is estimated by marking recapture operations and some percents are added to the estimated recfruitment value. This series is the closest to the overall trend as the fishery is very efficient and glass eel total catch is not influenced by environmental conditions. Data from 2009 to 2011 are calculated from an assumption about level of Vilaine catch in total Britany.  After 2011 the fishery is stopped because a quota system is implemented and we are no longer sure that total landings are close to recruitment.  In 2015 a very long season with almost no escapement makes it possible to use another point in the series. No other values have been added since 2011.";"t";"G";"T";"The Vilaine glass eel fishery is concentrated downstream from the Arzal dam, 12 km from the sea.";"FR_Bret";"FR";"27.8.a";-2.39;47.5;4;1;NA;18001;NA;"FRANCE";"EPTB Vilaine";"VilG";"FR";"France";18;"FRA";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.8";"27.8.a";"Elsewhere Europe"
"52";42;"GiScG";"Gironde scientific estimate";1;"nr haul";"This data series is based on a scientific survey which started in 1979 to monitor the impact of a nuclear power plant on the fish community in the Gironde estuary. The eel series starts only in 1994 due to modification in the sampling protocol. Monitoring takes place once a month in 12 fishing stations distributed along 4 transects. Sampling lasts from five  to  seven minutes and is performed in the daytime, between the halfway stage of the flood tide and high tide slack. A deep net and two lateral surface nets are towed against the current. Only glass eel are considered in this series.  The index is based on a delta-lognormal gam that takes into account environmental conditions of sampling (tide height, position in tide, position in the daytime, position in the lunar cycle, discharge) and location of sampling station.'";"index";"G";"T";"The sampling sites are located in  the mesohaline part of the Gironde estuary that flows in the Bay of Biscay (Atlantic Ocean). No dams are close to the sampling sites.";"FR_Garo";"FR";"27.8.b";-0.724741;45.258087;3;1;NA;170013;12013;"FRANCE";"IRSTEA";"GiScG";"FR";"France";18;"FRA";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.8";"27.8.b";"Elsewhere Europe"
"53";15;"StelG";"Stellendam scientific estimate";1;"nr haul";"Glass eel density is measured using a 1x1m liftnet with a fine mesh size (1x1mm). This net is lowered by a rope, just in front of a barrier (sluice, pumping station, etc), until the bottom is reached. After approximately 5 minutes the net is lifted by pulling the rope at a speed of approximately 1 m per second. Three hauls are taken at night time (after sunset).  The index corresponds to the average number per haul between April and May.";"index";"G";"T";"Stellendam (Stel): 51Åã49'26.22\"N   4Åã 2'20.16\"O (sluice in the vicinity of a large tidal barrier \"Haringvliet\")";"NL_Neth";"NL";"27.4.c";4.03;51.83;3;1;NA;170047;12047;"NETHERLANDS";"WMR";"StelG";"NL";"Netherlands";13;"NLD";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.4";"27.4.c";"North Sea"
"54";300;"SousGY";"Souston glass and yellow eel trap";1;NA;"The recruitment of the basin in glass eels and young yellow eels is studied at the level of the regulation dam of the Etang de Soustons. This structure is equipped with a specific eel ladder and a trap ladder that is monitored throughout the year.";"nr";"GY";"F";"The migration control site is located immediately downstream of the Etang de Soustons. It is located upstream of the tidal influence zone about 7.2 km from the sea at an altitude of 5 metres.";"FR_Adou";"FR";"27.8.b";-1.357;43.761;4;1;"> 10 years";18002;NA;"FRANCE";"MIGRADOUR";"SousGY";"FR";"France";18;"FRA";"GY";"glass eel + yellow eel";"A mixture of glass and yellow eel, some traps have historical set of data where glass eel and yellow eel were not separated,
they were dominated by glass eel";"Atlantic";"2";"27";"27.8";"27.8.b";"Elsewhere Europe"
"55";191;"MondG";"Mondego estuary";1;"nr day";"Experimental fishing in Mondego estuary using stow net, 5 km from the sea.  Sampling one day per month (night of New Moon) during the flood tide. This sampling is done for 6 months, which correspond to the most intensive period of migration (Nov-April).   Attention, the series started in 2018, following the methodology used in 1989.";"nr/h";"G";"T";"Mondego estuary 5 km from the sea";"PT_Port";"PT";"27.9.a";-8.82;40.14;3;1;"Series yet <10 years but included because data in 1989 ";170081;12081;"PORTUGAL";"FCUL";"MondG";"PT";"Portugal";20;"PRT";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.9";"27.9.a";"Elsewhere Europe"
"56";12;"RhDOG";"Rhine DenOever scientific estimate";1;"nr haul";"Glass eel density is measured using using a 1x1m liftnet with a fine mesh size (1x1mm). This net is lowered by a rope, just in front of a barrier (sluice, pumping station, etc), until the bottom is reached. After approximately 5 minutes the net is lifted by pulling the rope at a speed of approximately 1 m per second.
 
     At Den Oever the monitoring is executed by professional fishermen who are paid for their activities. They take 1 haul each hour between 22:00PM- 05:00AM. 8 hauls in total each night during the period Mar-May.  The index corresponds to
 
     the average number of glass eel per lift in the period April May. This series corresponds to the most important sampling effort in the Netherland, and also the longest series available.";"index";"G";"T";"Den Oever (RhDO): 52Åã56'11.90\"N   5Åã 2'45.58\"O (discharge sluices)";"NL_Neth";"NL";"27.4.c";5.048647;52.93788;3;1;NA;170034;12034;"NETHERLANDS";"WMR";"RhDOG";"NL";"Netherlands";13;"NLD";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.4";"27.4.c";"North Sea"
"57";377;"FlaY";"Flatford Yellow eel >120mm";1;NA;"Yellow eel (>120 mm) trap counted at Flatford, Judas Gap on the River Stour. There has been no major stocking in this EMU since 2013 so it is considered as not affected by stocking.";"nr";"Y";"F";"Environment Agency trap counter at Flatford, Judas Gap on the tidal limit of River Stour";"GB_Angl";"GB";"27.4.c";1.021377;51.958884;5;1;NA;NA;NA;NA;NA;NA;"GB";"Great Britain";17;"GBR";"Y";"yellow eel";"Life-stage resident in continental waters. Often defined as a sedentary phase, but migration within and between rivers, 
and to and from coastal waters occurs and therefore includes young pigmented eels (ÅeelversÅf and bootlace). Sometimes is also called Brown eel.";"Atlantic";"2";"27";"27.4";"27.4.c";"North Sea"
"58";421;"RhoY";"Rhone_Beaucaire";1;"nr day";"Monitoring from April to November. Possibility for eels to use the lock (operations at night between 1 and 1.5 times per night between April and June). The quantity of eels using the lock is not evaluated.";"nr";"Y";"F";"Eel traps of the Vallabregues Hydro power plant (one trap located on the left bank and one on the right bank). The beaucaire - Vallabregue dam, 15 m height,  is the first dam on the Rhone.";"FR_Rhon";"FR";"37.1.2";4.642449;43.8238;5;1;NA;NA;NA;NA;NA;NA;"FR";"France";18;"FRA";"Y";"yellow eel";"Life-stage resident in continental waters. Often defined as a sedentary phase, but migration within and between rivers, 
and to and from coastal waters occurs and therefore includes young pigmented eels (ÅeelversÅf and bootlace). Sometimes is also called Brown eel.";"Atlantic";"3";"37";"37.1";"37.1.2";"Elsewhere Europe"
"59";173;"ShiFG";"Shieldaig river trap scientific estimate";1;NA;"Four sampling skirts (R.Rossel's method) sited at a barrier on the river Shieldaig, 50 m distance above tidal limit. Skirts emptied thrice weekly from April-September inclusive. Excluding eels > 85 mm.";"nr";"G";"F";"Shieldaig river 50 m from tidal limit";"GB_Scot";"GB";"27.6.a";-5.6431;57.5097;5;0;"Too short";NA;NA;NA;NA;NA;"GB";"Great Britain";17;"GBR";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.6";"27.6.a";"Elsewhere Europe"
"60";25;"AlbuG";"Albufera de Valencia commercial catch";1;"kg";"Glass eel comercial catches in the Albufera lagoon in the Mediterranean sea. Althought the Albufera contains more fishing points, to mantain the series consistency, the data corresponds only  to Pujol, Perello and Perellonet fishing points were information since 1949 exits.";"kg";"G";"F";NA;"ES_Vale";"ES";"37.1.1";-0.3;39.31;1;1;NA;170002;12002;"SPAIN";"Government of Valencia";"AlbuG";"ES";"Spain";19;"ESP";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"3";"37";"37.1";"37.1.1";"Elsewhere Europe"
"61";158;"HHKGY";"Inlet construction North Hauke Haien Koog";1;"nr day";"Series ended in 2013";"nr";"GY";"T";"Gate close to the North Sea, Schluttsiel";"DE_Eide";"DE";"27.4.b";8.74;54.72;5;3;"2023 : will always be > 4 years, series stopped";170063;12063;"GERMANY";"LLUR";"HHKGY";"DE";"Germany";11;"DEU";"GY";"glass eel + yellow eel";"A mixture of glass and yellow eel, some traps have historical set of data where glass eel and yellow eel were not separated,
they were dominated by glass eel";"Atlantic";"2";"27";"27.4";"27.4.b";"North Sea"
"62";166;"WisWGY";"Wallensteingraben";1;"nr day";"2014 incomplete catch due to flow management during fish pass installation. Effort was documente, but data has not been processed, so it is not given in the data sheet; Yet, it can be obtained from the contact person.";"nr";"GY";"F";"Wallensteingraben, outlet Muehlenteich, 2 km from coast";"DE_Warn";"DE";"27.3.b, c";11.48;53.89;5;1;"Close to the sea";170061;12061;"GERMANY";"LFA";"WisWGY";"DE";"Germany";11;"DEU";"GY";"glass eel + yellow eel";"A mixture of glass and yellow eel, some traps have historical set of data where glass eel and yellow eel were not separated,
they were dominated by glass eel";"Atlantic";"2";"27";"27.3";"27.3.b, c";"North Sea"
"63";24;"NaloG";"Nalon Estuary commercial catch";1;"kg";"Glass eel comercial catches in  The Nalon,  in the Biscay Gulf, Atlantic ocean. Until the 70's only land fishing existed, then fishermen started to fish in boats, and the catches increased notably.This series comprises the San Juan de La Arena Fish Market sellings but those are in fact only a part of the Nalon river true landings (Nalon Landings series available from 1995 is somewhat higher).";"kg";"G";"T";"Length of the river: 217,2 km (101 km Narcea). Area of the basin 4892 km2. Length of the estuary 12 km";"ES_Astu";"ES";"27.8.c";-6.08;43.55;1;1;NA;170032;12032;"SPAIN";"Principado de Asturias";"NaloG";"ES";"Spain";19;"ESP";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.8";"27.8.c";"Elsewhere Europe"
"64";172;"ShiMG";"Shieldaig river mouth scientific estimate";1;NA;"20 pinhole traps checked thrice weekly (March-September inclusive) in the river Shieldaig at the tidal limit. Excluding eels > 85 mm.";"nr";"G";"T";"Shieldaig river mouth at tidal limit";"GB_Scot";"GB";"27.6.a";-5.645;57.5107;5;1;"2023 series is now 10 years long";NA;NA;NA;NA;NA;"GB";"Great Britain";17;"GBR";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.6";"27.6.a";"Elsewhere Europe"
"65";424;"CorGY";"Corrib Galway Weir";1;NA;"elver trap located within an elver pass on a weir";"kg";"GY";"F";"Located at the tidal limit on the River corrib, west coast of Ireland";"IE_West";"IE";"27.7.b";-9.055946;53.27539;5;1;"now reaches the 10 years thresholds, validated by Ciara O'Leary";NA;NA;NA;NA;NA;"IE";"Ireland";16;"IRL";"GY";"glass eel + yellow eel";"A mixture of glass and yellow eel, some traps have historical set of data where glass eel and yellow eel were not separated,
they were dominated by glass eel";"Atlantic";"2";"27";"27.7";"27.7.b";"Elsewhere Europe"
"66";16;"YserG";"IJzer Nieuwpoort scientific estimate";1;"nr haul";"In the sea sluice at the Nieuwpoort station the glass eel monitoring is starting in February and continues till the beginning of May. Fishing is not carried out every day, but is mainly dependent of weather conditions and tide. Usually there are 20 to 30 fishing nights per season. Fishing is starting ca 2-3 hours before high tide and is continued until high tide is attained. The time series is achieved by fishing in the ship lock of the Iepersluis in Nieuwpoort. Two to three hours before high tide the outer (sea side) doors of the ship lock are opened to allow glass eel entering the ship lock. A 5 m long steeled dipnet is held vertical from the ship lock quay and pulled forward, just under the surface, for the length of the ship lock. The dipnet has a width of 80 cm and is 60 cm high. This monitoring has been done since 1964 according to the same protocol. The monitoring is operated by volunteers (anglers). Available data are daily glass eel catches (kg), date and starting and ending hours of the fishing period, tide data. Catches are presented as total annual yield or can be presented as maximum daily catch or mean daily catch. This series relies on total catch but with a variation in effort.  Effort data are only reported since 2003 so it is not possible to convert the whole series 1964-2018 to CPUE and this series might hold some bias.";"kg";"G";"T";"Since 1964 glass eels are collected from February till the beginning of May with dipnet hauls in the sea lock on the river Yser in the town of Niewpoort where the river Yser discharges in the Yser Estuary.";"BE_Sche";"BE";"27.4.c";2.757504;51.134612;3;1;NA;170017;12017;"BELGIUM";"Nature and Forest Agency (Flanders) and Provincial Fisheries Commission West Vlaanderen";"YserG";"BE";"Belgium";14;"BEL";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.4";"27.4.c";"North Sea"
"67";4;"BannGY";"Bann Coleraine trapping partial";1;NA;"Catching and trapping of eels for assisted migration and release into the Lough, using a combination of drag nets, glass eel collector and a stationary trap. These provide a time-series of 'natural' recruitment into the Lough.";"kg";"GY";"F";"Coleraine";"GB_Neag";"GB";"27.6.a";-6.42;55.12;5;1;NA;170004;12004;"GREAT BRITAIN";"AFBI";"BannGY";"GB";"Great Britain";17;"GBR";"GY";"glass eel + yellow eel";"A mixture of glass and yellow eel, some traps have historical set of data where glass eel and yellow eel were not separated,
they were dominated by glass eel";"Atlantic";"2";"27";"27.6";"27.6.a";"Elsewhere Europe"
"68";11;"LauwG";"Lauwersoog scientific estimate";1;"nr haul";"Glass eel density is measured using a 1x1m liftnet with a fine mesh size (1x1mm). This net is lowered by a rope, just in front of a barrier (sluice, pumping station, etc), until the bottom is reached. After approximately 5 minutes the net is lifted by pulling the rope at a speed of approximately 1 m per second. Three hauls are taken at night time (after sunset). The sampling effort is lower at that site than in other sites. There was not sampling in 2015 and 2016.  Sampling has resumed in 2017 but the effort is now lower.
 
     Average number of glass eel per lift in the period April May. Some years have been dropped off as part of a screening process by Stein (5 or less hauls).";"nr/h";"G";"T";"Lauwersoog (Lauw): 53Åã24'31.27\"N   6Åã11'49.18\"O (sluice in the vicinity of a large tidal barrier \"Cleveringsluizen\")";"NL_Neth";"NL";"27.4.b";6.19;53.4;3;1;NA;170025;12025;"NETHERLANDS";"WMR";"LauwG";"NL";"Netherlands";13;"NLD";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.4";"27.4.b";"North Sea"
"69";485;"BretGY";"Brittany electrofishing survey";1;"index";"20 stations sampled in Britany on an annual basis. Sampling stations are sampled using Punctual Abundance sampling method. electrofishing. Only individuals measuring 90 mm or less are kept. a delta_gamma model is used to estimate an index every year using a sampling site and year effect";"index";"GY";"T";"Stations located downstream, near the estuary, in Britany(France)";"FR_Bret";"FR";"27.7.e";-2.7487576;48.14135626;3;0;"new series: 0 by default if too short";NA;NA;NA;NA;NA;"FR";"France";18;"FRA";"GY";"glass eel + yellow eel";"A mixture of glass and yellow eel, some traps have historical set of data where glass eel and yellow eel were not separated,
they were dominated by glass eel";"Atlantic";"2";"27";"27.7";"27.7.e";"Elsewhere Europe"
"70";187;"BroGY";"Brownshill_Elvers_>80<120mm";1;NA;"The number of elvers (>80mm<120mm) counted at Brownshill on the River Great Ouse. There has been no major stocking in this EMU since 2013 so it is considered as not affected by stocking.";"nr";"GY";"F";"Environment Agency trap counter at Brownshill on the tidal limit River Great Ouse";"GB_Angl";"GB";"27.4.c";0.00853065;52.33534;5;3;"This series cannot be used as it is in the same location as BroG and mixed model with location effect do not work.";170077;12077;"GREAT BRITAIN";"Environment Agency";"BroGY";"GB";"Great Britain";17;"GBR";"GY";"glass eel + yellow eel";"A mixture of glass and yellow eel, some traps have historical set of data where glass eel and yellow eel were not separated,
they were dominated by glass eel";"Atlantic";"2";"27";"27.4";"27.4.c";"North Sea"
"71";184;"BeeG";"Beeleigh_Glass_<80mm";1;NA;"The number of glass eel (<80 mm) counted at Beeleigh Weir on the River Chelmer. There has been no major stocking in this EMU since 2013 so it is considered as not affected by stocking.";"nr";"G";"F";"Environment Agency trap counter at Beeleigh Weir on the tidal limit of River Chelmer";"GB_Angl";"GB";"27.4.c";0.66251983;51.743997;5;1;NA;170074;12074;"GREAT BRITAIN";"Environment Agency";"BeeG";"GB";"Great Britain";17;"GBR";"G";"glass eel";"Young, unpigmented eel, recruiting from the sea into continental waters. WGEEL consider the glass eel term to include all recruits of the 0+ cohort age. In some cases, however, also includes the early pigmented stages.";"Atlantic";"2";"27";"27.4";"27.4.c";"North Sea"
