"site";"id";"value";"year";"das_comment";"ser_id";"cou_order";"area_division";"ser_qal_id";"ser_y";"das_qal_id";"das_last_update";"f_subarea";"lfs_code";"lifestage";"area";"area2";"decade";"year_f";"ldata";"mean_2000_2009";"value_std_2000_2009";"mean_1979_1994";"value_std_1979_1994";"mean";"value_std"
"449";"DoElY";3996;60;2018;"no fishing from April to 20th July";168;11;"27.4.b";1;53.14;4;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2018";4.0943445622221;974.166666666667;0.0615911035072712;NA;NA;662.8125;0.0905233380480905
"450";"DoElY";3021;NA;2009;"not sampled";168;11;"27.4.b";1;53.14;0;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2000";"2009";NA;974.166666666667;NA;NA;NA;662.8125;NA
"451";"DoElY";3025;NA;2013;"Total catch 350 but NR because sampling was disturbed for six weeks due to a flood event";168;11;"27.4.b";1;53.14;3;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2013";5.85793315448346;974.166666666667;NA;NA;NA;662.8125;NA
"452";"DoElY";3022;62;2010;"incomplete sampling due to vandalism";168;11;"27.4.b";1;53.14;4;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2010";4.12713438504509;974.166666666667;0.0636441402908469;NA;NA;662.8125;0.0935407826496935
"453";"DoElY";3027;278;2015;NA;168;11;"27.4.b";1;53.14;NA;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2015";5.62762111369064;974.166666666667;0.285372112917023;NA;NA;662.8125;0.419424799622819
"454";"DoElY";6748;374;2020;NA;168;11;"27.4.b";1;53.14;1;2021-09-08;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2020";"2020";5.92425579741453;974.166666666667;0.383917878528657;NA;NA;662.8125;0.564262140499764
"662";"FlaY";6812;117;2018;"New series added";377;17;"27.4.c";1;51.958884;1;2021-09-08;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2018";4.76217393479776;NA;NA;NA;NA;210.111111111111;0.556848228450555
"663";"FlaY";6809;360;2015;"New series added";377;17;"27.4.c";1;51.958884;1;2021-09-08;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2015";5.88610403145016;NA;NA;NA;NA;210.111111111111;1.71337916446325
"664";"FlaY";6810;694;2016;"New series added";377;17;"27.4.c";1;51.958884;1;2021-09-08;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2016";6.5424719605068;NA;NA;NA;NA;210.111111111111;3.3030142781597
"665";"FlaY";6813;10;2019;"New series added";377;17;"27.4.c";1;51.958884;1;2021-09-08;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2019";2.30258509299405;NA;NA;NA;NA;210.111111111111;0.0475938656795346
"666";"FlaY";6808;50;2014;"New series added";377;17;"27.4.c";1;51.958884;1;2021-09-08;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2014";3.91202300542815;NA;NA;NA;NA;210.111111111111;0.237969328397673
"667";"FlaY";6806;376;2012;"New series added";377;17;"27.4.c";1;51.958884;1;2021-09-08;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2012";5.92958914338989;NA;NA;NA;NA;210.111111111111;1.7895293495505
"668";"FlaY";6807;83;2013;"New series added";377;17;"27.4.c";1;51.958884;1;2021-09-08;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2013";4.4188406077966;NA;NA;NA;NA;210.111111111111;0.395029085140138
"669";"FlaY";6814;160;2020;"New series added. Underestimate due to impact of Covid restrictions. ";377;17;"27.4.c";1;51.958884;4;2021-09-09;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2020";"2020";5.07517381523383;NA;NA;NA;NA;210.111111111111;0.761501850872554
"670";"FlaY";6811;41;2017;"New series added";377;17;"27.4.c";1;51.958884;1;2021-09-08;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2017";3.71357206670431;NA;NA;NA;NA;210.111111111111;0.195134849286092
"671";"FreY";2566;9103;2007;NA;61;18;"27.7.e";1;48.57315;1;2021-09-29;"27.7";"Y";"yellow eel";"Elsewhere Europe";"Atlantic";"2000";"2007";9.11635930850529;8024.2;1.1344433089903;NA;NA;7214.20833333333;1.26181551452285
"672";"FreY";2559;7965;2000;NA;61;18;"27.7.e";1;48.57315;1;2021-09-29;"27.7";"Y";"yellow eel";"Elsewhere Europe";"Atlantic";"2000";"2000";8.98281222234415;8024.2;0.992622317489594;NA;NA;7214.20833333333;1.10407124828897
"673";"FreY";2565;9351;2006;NA;61;18;"27.7.e";1;48.57315;1;2021-09-29;"27.7";"Y";"yellow eel";"Elsewhere Europe";"Atlantic";"2000";"2006";9.14323856843545;8024.2;1.16534981680417;NA;NA;7214.20833333333;1.29619212087258
"674";"FreY";2564;6223;2005;NA;61;18;"27.7.e";1;48.57315;1;2021-09-29;"27.7";"Y";"yellow eel";"Elsewhere Europe";"Atlantic";"2000";"2005";8.73600738456922;8024.2;0.775529024700282;NA;NA;7214.20833333333;0.862603311751694
"675";"FreY";3075;2572;2017;"Acou, CR copil Fremur 14/06/2018";61;18;"27.7.e";1;48.57315;1;2021-09-29;"27.7";"Y";"yellow eel";"Elsewhere Europe";"Atlantic";"2010";"2017";7.85243908535751;8024.2;0.320530395553451;NA;NA;7214.20833333333;0.356518675530348
"676";"FreY";2911;4819;2016;"eel reporting 2018";61;18;"27.7.e";1;48.57315;1;2021-09-29;"27.7";"Y";"yellow eel";"Elsewhere Europe";"Atlantic";"2010";"2016";8.48032171664033;8024.2;0.600558311108896;NA;NA;7214.20833333333;0.667987362900757
"677";"FreY";2567;15482;2008;NA;61;18;"27.7.e";1;48.57315;1;2021-09-29;"27.7";"Y";"yellow eel";"Elsewhere Europe";"Atlantic";"2000";"2008";9.64743333776466;8024.2;1.92941352408963;NA;NA;7214.20833333333;2.14604282059131
"678";"FreY";2599;4166;2012;NA;61;18;"27.7.e";1;48.57315;1;2021-09-29;"27.7";"Y";"yellow eel";"Elsewhere Europe";"Atlantic";"2010";"2012";8.33471162182092;8024.2;0.519179482066748;NA;NA;7214.20833333333;0.577471540536326
"679";"FreY";2563;12124;2004;NA;61;18;"27.7.e";1;48.57315;1;2021-09-29;"27.7";"Y";"yellow eel";"Elsewhere Europe";"Atlantic";"2000";"2004";9.40294223817769;8024.2;1.51092943844869;NA;NA;7214.20833333333;1.680572481388
"680";"FreY";3939;8358;2018;"Source F. Charrier , inserted 2019";61;18;"27.7.e";1;48.57315;1;2021-09-29;"27.7";"Y";"yellow eel";"Elsewhere Europe";"Atlantic";"2010";"2018";9.03097444300786;8024.2;1.04159916253334;NA;NA;7214.20833333333;1.15854708012545
"681";"FreY";2561;2457;2002;NA;61;18;"27.7.e";1;48.57315;1;2021-09-29;"27.7";"Y";"yellow eel";"Elsewhere Europe";"Atlantic";"2000";"2002";7.80669637252118;8024.2;0.306198748784926;NA;NA;7214.20833333333;0.340577910489139
"682";"FreY";2560;13578;2001;NA;61;18;"27.7.e";1;48.57315;1;2021-09-29;"27.7";"Y";"yellow eel";"Elsewhere Europe";"Atlantic";"2000";"2001";9.51620611486159;8024.2;1.692131302809;NA;NA;7214.20833333333;1.88211919764816
"683";"FreY";5455;1199;2019;"source F. Charrier report Fremur 2019, the low numbers observed throughout the year can be explained by the installation of a new trap at Pont-Avet (downstream), which short-circuited the ascents to Bois Joli. (7247 counted at pont avet)";61;18;"27.7.e";1;48.57315;4;2020-08-31;"27.7";"Y";"yellow eel";"Elsewhere Europe";"Atlantic";"2010";"2019";7.08924315502751;8024.2;0.149422995438798;NA;NA;7214.20833333333;0.166199802473129
"684";"FreY";2570;849;2011;NA;61;18;"27.7.e";1;48.57315;1;2021-09-29;"27.7";"Y";"yellow eel";"Elsewhere Europe";"Atlantic";"2010";"2011";6.74405918631135;8024.2;0.10580494005633;NA;NA;7214.20833333333;0.117684430608579
"685";"FreY";2569;10009;2010;NA;61;18;"27.7.e";1;48.57315;1;2021-09-29;"27.7";"Y";"yellow eel";"Elsewhere Europe";"Atlantic";"2010";"2010";9.21123996721902;8024.2;1.24735176092321;NA;NA;7214.20833333333;1.38740101997794
"686";"FreY";2800;3288;2015;"The 6/07/2015, provisional data by Fabien Charrier (Fish Pass) change 2016 2635->3288";61;18;"27.7.e";1;48.57315;1;2021-09-29;"27.7";"Y";"yellow eel";"Elsewhere Europe";"Atlantic";"2010";"2015";8.09803475617607;8024.2;0.409760474564443;NA;NA;7214.20833333333;0.455767264830398
"687";"FreY";6516;8463;2020;NA;61;18;"27.7.e";1;48.57315;1;2021-09-07;"27.7";"Y";"yellow eel";"Elsewhere Europe";"Atlantic";"2020";"2020";9.04345899967011;8024.2;1.05468457914808;NA;NA;7214.20833333333;1.17310169168481
"688";"FreY";2568;3578;2009;NA;61;18;"27.7.e";1;48.57315;1;2021-09-29;"27.7";"Y";"yellow eel";"Elsewhere Europe";"Atlantic";"2000";"2009";8.18255926406867;8024.2;0.445901149024202;NA;NA;7214.20833333333;0.495965715803882
"689";"FreY";2753;8683;2014;"Inserted 2014 note : provisional data 11 august. || change 2015 cedric old value 7662 source Fabien Charrier Fish Pass";61;18;"27.7.e";1;48.57315;1;2021-09-29;"27.7";"Y";"yellow eel";"Elsewhere Europe";"Atlantic";"2010";"2014";9.06912237006065;8024.2;1.08210164253134;NA;NA;7214.20833333333;1.20359706828539
"690";"FreY";2562;381;2003;NA;61;18;"27.7.e";1;48.57315;1;2021-09-29;"27.7";"Y";"yellow eel";"Elsewhere Europe";"Atlantic";"2000";"2003";5.9427993751267;8024.2;0.0474813688592009;NA;NA;7214.20833333333;0.052812447658267
"691";"FreY";2557;26765;1998;NA;61;18;"27.7.e";1;48.57315;1;2021-09-29;"27.7";"Y";"yellow eel";"Elsewhere Europe";"Atlantic";"1990";"1998";10.1948503428275;8024.2;3.33553500660502;NA;NA;7214.20833333333;3.71003979415621
"692";"FreY";2556;3454;1997;NA;61;18;"27.7.e";1;48.57315;1;2021-09-29;"27.7";"Y";"yellow eel";"Elsewhere Europe";"Atlantic";"1990";"1997";8.14728825870662;8024.2;0.43044789511727;NA;NA;7214.20833333333;0.478777412629013
"693";"FreY";2558;5995;1999;NA;61;18;"27.7.e";1;48.57315;1;2021-09-29;"27.7";"Y";"yellow eel";"Elsewhere Europe";"Atlantic";"1990";"1999";8.69868106746161;8024.2;0.747114977193988;NA;NA;7214.20833333333;0.830999012365644
"694";"FreY";2752;4279;2013;"Inserted 2014 cedric (Fish Pass -MNHN)";61;18;"27.7.e";1;48.57315;1;2021-09-29;"27.7";"Y";"yellow eel";"Elsewhere Europe";"Atlantic";"2010";"2013";8.36147461641682;8024.2;0.533261882804516;NA;NA;7214.20833333333;0.593135074881166
"742";"GirnY";3042;181;2013;NA;171;17;"27.4.b";1;57.048;NA;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2013";5.19849703126583;471;0.384288747346072;NA;NA;222.076923076923;0.815032906130932
"743";"GirnY";6482;53;2020;"No change to existing data, except to note that the value is now final (it was previously flagged as provisional). Data quality=good.";171;17;"27.4.b";1;57.048;NA;2021-09-08;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2020";"2020";3.97029191355212;471;0.112526539278132;NA;NA;222.076923076923;0.238656044336682
"744";"GirnY";3043;276;2014;NA;171;17;"27.4.b";1;57.048;NA;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2014";5.62040086571715;471;0.585987261146497;NA;NA;222.076923076923;1.24281260824385
"745";"GirnY";6825;111;2021;"NR; Updated during wgeeltemporarily removed from the analmysis in 2021 (only two series for yellow eel) PUT BACK das_qal_id TO 1 next year !!!";171;17;"27.4.b";1;57.048;4;2021-09-29;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2020";"2021";4.70953020131233;471;0.235668789808917;NA;NA;222.076923076923;0.499826809837201
"746";"GirnY";3037;572;2008;NA;171;17;"27.4.b";1;57.048;NA;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2000";"2008";6.3491389913798;471;1.21443736730361;NA;NA;222.076923076923;2.57568410114306
"747";"GirnY";3046;242;2017;"new trap installed May 2017, provisional data as of 31st Aug 2017 234 replaced by 242";171;17;"27.4.b";1;57.048;NA;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2017";5.48893772615669;471;0.51380042462845;NA;NA;222.076923076923;1.08971250432975
"748";"GirnY";3041;273;2012;NA;171;17;"27.4.b";1;57.048;NA;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2012";5.60947179518496;471;0.579617834394904;NA;NA;222.076923076923;1.22930377554555
"749";"GirnY";3045;NA;2016;"no data";171;17;"27.4.b";1;57.048;0;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2016";NA;471;NA;NA;NA;222.076923076923;NA
"750";"GirnY";3165;341;2018;"Provisional data as of 30th July 2018/ update 2019 304=>341";171;17;"27.4.b";1;57.048;NA;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2018";5.83188247728352;471;0.723991507430998;NA;NA;222.076923076923;1.53550398337374
"751";"GirnY";5555;308;2019;NA;171;17;"27.4.b";1;57.048;1;2020-09-01;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2019";5.73009978297357;471;0.653927813163482;NA;NA;222.076923076923;1.38690682369241
"752";"GirnY";3044;23;2015;"old trap destroyed Dec 2015";171;17;"27.4.b";1;57.048;NA;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2015";3.13549421592915;471;0.0488322717622081;NA;NA;222.076923076923;0.103567717353654
"753";"GirnY";3040;48;2011;NA;171;17;"27.4.b";1;57.048;NA;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2011";3.87120101090789;471;0.101910828025478;NA;NA;222.076923076923;0.216141323172844
"754";"GirnY";3039;89;2010;NA;171;17;"27.4.b";1;57.048;NA;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2010";4.48863636973214;471;0.18895966029724;NA;NA;222.076923076923;0.400762036716315
"755";"GirnY";3038;370;2009;NA;171;17;"27.4.b";1;57.048;NA;2020-08-27;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2000";"2009";5.91350300563827;471;0.785562632696391;NA;NA;222.076923076923;1.666089366124
"844";"GotaY";1586;113;1983;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1980";"1983";4.72738781871234;149.15375;0.75760750232562;319.866666666667;0.353272196748645;1697.84990096154;0.0665547643145634
"846";"GotaY";1564;269;1961;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1960";"1961";5.59471137960184;149.15375;1.80350812500524;319.866666666667;0.840975406419341;1697.84990096154;0.158435677881571
"847";"GotaY";5661;NA;2020;"This eel pass is not running";36;2;"27.3.a";1;58.27;0;2020-09-01;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2020";"2020";NA;149.15375;NA;319.866666666667;NA;1697.84990096154;NA
"850";"GotaY";1590;168;1987;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1980";"1987";5.12396397940326;149.15375;1.1263545167319;319.866666666667;0.525218841183827;1697.84990096154;0.0989486761490854
"851";"GotaY";1585;882;1982;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1980";"1982";6.78219205600679;149.15375;5.91336121284245;319.866666666667;2.75739891621509;1697.84990096154;0.519480549782698
"852";"GotaY";1607;125;2004;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2004";4.8283137373023;149.15375;0.838061396377899;319.866666666667;0.390787828261776;1697.84990096154;0.0736225268966409
"853";"GotaY";2826;147.5597;2016;"Inserted 2016 Hakan. Provisional data, the trap is not closed. Corrected 20170903 by Hakan 150 --> 147,6";36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2016";4.99423283965512;149.15375;0.98931270584883;319.866666666667;0.461316277615673;1697.84990096154;0.0869097438568821
"854";"GotaY";2750;246;2013;"Inserted 2014 Hakan";36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2013";5.50533153593236;149.15375;1.6493048280717;319.866666666667;0.769070446019175;1697.84990096154;0.144889132932589
"856";"GotaY";1588;77;1985;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1980";"1985";4.34380542185368;149.15375;0.516245820168786;319.866666666667;0.240725302209254;1697.84990096154;0.0453514765683308
"857";"GotaY";1567;622;1964;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1960";"1964";6.43294009273918;149.15375;4.17019350837642;319.866666666667;1.9445602334306;1697.84990096154;0.366345693837685
"859";"GotaY";1599;277;1996;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1990";"1996";5.62401750618734;149.15375;1.85714405437342;319.866666666667;0.865985827428095;1697.84990096154;0.163147519602956
"860";"GotaY";1560;1915;1957;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1950";"1957";7.55747290161475;149.15375;12.8391005925094;319.866666666667;5.9868695289704;1697.84990096154;1.12789711205654
"862";"GotaY";1565;873;1962;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1960";"1962";6.7719355558396;149.15375;5.85302079230324;319.866666666667;2.72926219258024;1697.84990096154;0.51417972784614
"863";"GotaY";1563;1605;1960;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1960";"1960";7.38087903556412;149.15375;10.7607083294922;319.866666666667;5.0177157148812;1697.84990096154;0.94531324535287
"865";"GotaY";1570;493;1967;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1960";"1967";6.20050917404269;149.15375;3.30531414731443;319.866666666667;1.54126719466444;1697.84990096154;0.290367246080352
"867";"GotaY";3056;70;2017;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2017";4.24849524204936;149.15375;0.469314381971623;319.866666666667;0.218841183826594;1697.84990096154;0.0412286150621189
"868";"GotaY";1610;0;2007;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2007";-Inf;149.15375;0;319.866666666667;0;1697.84990096154;0
"869";"GotaY";1766;3.8;2008;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2008";1.33500106673234;149.15375;0.0254770664498881;319.866666666667;0.011879949979158;1697.84990096154;0.00223812481765788
"871";"GotaY";2645;508;2012;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2012";6.23048144757848;149.15375;3.40588151487978;319.866666666667;1.58816173405586;1697.84990096154;0.299201949307949
"873";"GotaY";2593;NA;2010;"No in-sampling because of re-building";36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2010";NA;149.15375;NA;319.866666666667;NA;1697.84990096154;NA
"874";"GotaY";2751;667;2014;"Inserted 2014 Hakan";36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2014";6.50279004591562;149.15375;4.47189561107247;319.866666666667;2.08524385160484;1697.84990096154;0.392849803520476
"876";"GotaY";1566;1469;1963;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1960";"1963";7.29233717617388;149.15375;9.84889753023307;319.866666666667;4.59253855773239;1697.84990096154;0.865211936089324
"878";"GotaY";1605;693;2002;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2002";6.5410299991899;149.15375;4.64621238151907;319.866666666667;2.16652771988328;1697.84990096154;0.408163289114977
"882";"GotaY";1574;842;1971;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1970";"1971";6.73578001424233;149.15375;5.64518156600152;319.866666666667;2.63234681117132;1697.84990096154;0.495921341175773
"883";"GotaY";1582;190;1979;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1970";"1979";5.24702407216049;149.15375;1.27385332249441;319.866666666667;0.593997498957899;1697.84990096154;0.111906240882894
"884";"GotaY";2594;NA;2011;"test made after the migration season, 5 eels result";36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2011";NA;149.15375;NA;319.866666666667;NA;1697.84990096154;NA
"885";"GotaY";1595;404;1992;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1990";"1992";6.00141487796115;149.15375;2.70861443309337;319.866666666667;1.26302626094206;1697.84990096154;0.237948006929943
"891";"GotaY";1597;377;1994;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1990";"1994";5.93224518744801;149.15375;2.52759317147574;319.866666666667;1.17861609003752;1697.84990096154;0.222045541120269
"895";"GotaY";3205;NA;2018;NA;36;2;"27.3.a";1;58.27;0;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2018";NA;149.15375;NA;319.866666666667;NA;1697.84990096154;NA
"897";"GotaY";1583;906;1980;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1980";"1980";6.80903930604298;149.15375;6.07426900094701;319.866666666667;2.83243017924135;1697.84990096154;0.533616074946853
"902";"GotaY";1573;1046;1970;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1970";"1970";6.95272864462487;149.15375;7.01289776489026;319.866666666667;3.27011254689454;1697.84990096154;0.616073305071091
"903";"GotaY";1555;3662;1952;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1950";"1952";8.20576472523446;149.15375;24.5518466682869;319.866666666667;11.448520216757;1697.84990096154;2.15684554796399
"904";"GotaY";1596;64;1993;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1990";"1993";4.15888308335967;149.15375;0.429087434945484;319.866666666667;0.200083368070029;1697.84990096154;0.0376947337710802
"905";"GotaY";1576;1179;1973;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1970";"1973";7.07242190053737;149.15375;7.90459509063634;319.866666666667;3.68591079616507;1697.84990096154;0.694407673689117
"907";"GotaY";1606;266;2003;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2003";5.5834963087817;149.15375;1.78339465149217;319.866666666667;0.831596498541059;1697.84990096154;0.156668737236052
"908";"GotaY";1608;105;2005;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2005";4.65396035015752;149.15375;0.703971572957435;319.866666666667;0.328261775739892;1697.84990096154;0.0618429225931784
"910";"GotaY";2769;41.6;2015;"Inserted 2015 Hakan. Preliminary data, the trap isn't closed yet. 2016 41->41,6";36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2015";3.72810016726722;149.15375;0.278906832714565;319.866666666667;0.130054189245519;1697.84990096154;0.0245015769512021
"912";"GotaY";1579;798;1976;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1970";"1976";6.68210859744981;149.15375;5.35018395447651;319.866666666667;2.49478949562318;1697.84990096154;0.470006211708156
"913";"GotaY";1929;0.39;2009;"Last value 3.9 changed by Willem 2012";36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2009";-0.941608539858445;149.15375;0.00261475155669904;319.866666666667;0.00121925802417674;1697.84990096154;0.00022970228391752
"914";"GotaY";1593;149;1990;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1990";"1990";5.00394630594546;149.15375;0.998969184482455;319.866666666667;0.465819091288037;1697.84990096154;0.087758052060796
"916";"GotaY";1557;1031;1954;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1950";"1954";6.93828448401696;149.15375;6.91233039732491;319.866666666667;3.22321800750313;1697.84990096154;0.607238601843494
"918";"GotaY";1571;849;1968;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1960";"1968";6.74405918631135;149.15375;5.69211300419869;319.866666666667;2.65423092955398;1697.84990096154;0.500044202681985
"920";"GotaY";1587;325;1984;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1980";"1984";5.78382518232974;149.15375;2.17895963058254;319.866666666667;1.01604835348062;1697.84990096154;0.191418569931266
"921";"GotaY";1556;5071;1953;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1950";"1953";8.53129331579502;149.15375;33.9984747282586;319.866666666667;15.8534806169237;1697.84990096154;2.98671867114293
"923";"GotaY";1554;1744;1951;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1950";"1951";7.46393660446893;149.15375;11.6926326022644;319.866666666667;5.45227177990829;1697.84990096154;1.02718149526193
"924";"GotaY";1580;256;1977;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1970";"1977";5.54517744447956;149.15375;1.71634973978194;319.866666666667;0.800333472280117;1697.84990096154;0.150778935084321
"925";"GotaY";1575;810;1972;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1970";"1972";6.69703424766648;149.15375;5.43063784852878;319.866666666667;2.53230512713631;1697.84990096154;0.477073974290233
"927";"GotaY";3915;NA;2019;"No data as the eel pass was not opened this year";36;2;"27.3.a";1;58.27;0;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2019";NA;149.15375;NA;319.866666666667;NA;1697.84990096154;NA
"928";"GotaY";1592;598;1989;NA;36;2;"27.3.a";1;58.27;NA;2020-08-27;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1980";"1989";6.39359075395063;149.15375;4.00928572027187;319.866666666667;1.86952897040434;1697.84990096154;0.35221016867353
